customer_id,first_name,last_name,email,phone_number,address,city,country,postal_code,age,gender,registration_date,related_accounts
260425000000,Sylvia,Holzapfel,adolfine64@example.com,04968 33362,Hans-Friedrich-Wagner-Gasse 8,Einbeck,Argentinien,91231,57,Male,2019-05-10,5024
260425000001,Julia,Fröhlich,vseifert@example.com,+49(0)0238 81643,Ernst-Otto-Schomber-Platz 3295,Schwandorf,Kokosinseln,24123,51,Female,2019-11-15,8010
260425000002,Perlita,Portero,cristobal79@example.net,+34822 05 30 35,Camino de Encarnación Acevedo 89 Puerta 1 ,Murcia,República de Macedonia del Norte,38513,23,Other,2014-08-04,
260425000003,Hanni,Werner,kzobel@example.org,(06906) 507565,Gilbert-Henck-Weg 535,Pinneberg,Réunion,75553,61,Male,2010-10-23,2457
260425000004,Nataniel,Zamora,ttarasek@example.net,+48 799 844 043,ulica Kopernika 30,Biała Podlaska,Argentina,95-865,64,Male,2021-06-28,"6725,6174,9521"
260425000005,Karl-Wilhelm,Kambs,hlosekann@example.com,+49 (0) 8546 591193,Juliane-Trubin-Gasse 2370,Badibling,Guatemala,01709,45,Male,2015-09-12,
260425000006,Błażej,Szłapka,opych@example.com,727 382 050,pl. Bolesława Krzywoustego 01/03,Gdańsk,Samoa,57-642,32,Other,2014-12-08,"9350,2283,3728"
260425000007,Klara,Gorzelańczyk,urszula22@example.org,726 641 256,ulica Kruczkowskiego 832,Koszalin,Uruguay,67-431,42,Female,2020-02-19,"9979,7793"
260425000008,Liliana,Flantz,moniquenette@example.com,+49(0)8421 24857,Horst-Dörschner-Gasse 8,Eberswalde,Tokelau,09718,38,Other,2024-03-26,
260425000009,Amber,James,lee71@example.net,+44191 4960502,004 Davies Drive,Mooretown,Norfolk Island,LL53 8TZ,56,Other,2022-02-05,"8407,2570,3737"
260425000010,Zoey,Kober,froeschlmaya@example.org,02878/72154947,Elona-Weiß-Gasse 47,Schärding,Turkmenistan,6328,29,Male,2016-08-02,
260425000011,Marissa,Lettner,carldirnberger@example.com,01 03114 894,Nikita-Bucher-Weg 4/6,Althofen,Swasiland,3599,27,Male,2025-02-25,
260425000012,Elena,Mocenigo,cgarzoni@example.org,+39 041100501,"Vicolo Boiardo, 6",Calcata Nuova,Norvegia,44027,32,Male,2010-10-06,"5949,2690"
260425000013,Cyprian,Lepa,kuszykdariusz@example.com,+48 503 006 724,aleja Bałtycka 609,Opole,Costa Rica,67-231,46,Female,2013-03-04,"1901,3880"
260425000014,Guido,Ziegert,friederike18@example.org,04623255100,Heinzgasse 8-7,Tuttlingen,Oman,45579,18,Female,2023-10-28,1077
260425000015,Leonardo,Ibañez,eliseobarrena@example.com,+34 834 91 44 27,Plaza Eliseo Salvador 8 Apt. 36 ,Álava,Bolivia,34898,74,Female,2017-10-26,4299
260425000016,Wilhelm,Ott,yolande34@example.com,034 049 05 09,Wehrlistrasse 2,Schwyz,Madagaskar,7695,54,Female,2013-04-30,
260425000017,Lidia,Dyda,juliuszromejko@example.net,+48 883 761 938,aleja Fiołkowa 88/68,Dzierżoniów,Jamaica,88-156,78,Other,2012-12-26,"3512,4093"
260425000018,Holger,Müller,ahmed93@example.org,+41 21 120 28 55,Winklerstrasse 20,Birsfelden,Tonga,6170,65,Male,2014-07-24,
260425000019,René,Raymond,arnaudemasse@example.net,0372757165,"25, boulevard Laurence Boulay",Morin,Nepal,92108,79,Male,2018-10-11,"5563,2337,6498"
260425000020,Margarida,Hofstetter,iva39@example.com,+41 22 291 13 28,Hofmannstrasse 2,Küsnacht,Montserrat,4596,30,Female,2018-04-05,"3860,7165"
260425000021,Kristine,Rörricht,jbauer@example.net,+49(0)1010 64216,Friedbert-Pieper-Allee 5/3,Husum,Mikronesien,83405,29,Female,2017-01-25,"8296,8235"
260425000022,Justina,Ullmann,reneeckbauer@example.net,(04442) 07586,Mark-Dippel-Weg 15,Apolda,Tuvalu,07435,67,Other,2019-12-25,"7263,1670,5552"
260425000023,Katherine,Davis,taylorlawrence@example.com,+44161 496 0470,Studio 4\nBailey Estate,Donnaside,Indonesia,M0 9UG,35,Other,2025-03-06,"3358,6502,1626"
260425000024,Zacharie,Dupont,laurentodette@example.net,07 67 14 98 90,"91, boulevard de Moulin",Sainte Isaac-les-Bains,Tonga,16214,29,Female,2023-08-28,4367
260425000025,Romuald,Hendriks,liesa08@example.net,+49 (0) 7617 915118,Roy-Beer-Straße 77/83,Soltau,Belgien,47071,55,Other,2020-01-11,"8723,9053,7095"
260425000026,Jakob,Gangl,yvonnebergmann@example.net,+43 7224 45050 785,Nikolai-Grabher-Straße 829,Lilienfeld,Tadschikistan,3578,74,Male,2014-07-13,"5426,6162"
260425000027,Marcelina,Przewoźniak,lukasiuknatan@example.net,+48 22 942 41 52,ulica Krucza 71/46,Oława,Uruguay,70-429,19,Other,2024-12-15,"2733,2737,5530"
260425000028,Fabián,Gelabert,hpena@example.net,+34888752621,Camino Cesar Tapia 813 Puerta 9 ,Valladolid,Guatemala,26253,71,Other,2014-09-17,"3570,8755"
260425000029,Natalja,Beier,karzklaus-ulrich@example.net,(00165) 90050,Heidrun-Kambs-Platz 70,Riesa,Montenegro,83984,33,Other,2023-06-28,"8821,7862"
260425000030,Vanesa,Pfister,dritonsteinmann@example.com,032 752 68 09,Albrechtstrasse 942,Olten,Turks- und Caicosinseln,2983,49,Female,2020-09-15,6054
260425000031,Alexandrie,Ramos,josephine47@example.net,0363173953,"84, rue de Pons",Chauveau,Lithuanie,52303,63,Female,2022-02-28,
260425000032,Renzo,Alonzi,iortese@example.net,+39 0547847482,"Piazza Rosaria, 50",Tavullia,Isola di Pasqua,84037,41,Male,2022-12-04,"4178,8520"
260425000033,Joanna,Jost,siegristaylin@example.com,041 756 35 26,Hofmannstrasse 95,Glarus,Togo,1751,26,Male,2016-07-20,8373
260425000034,Stanisław,Wlaźlak,lswierkosz@example.org,+48 572 280 848,al. Długosza 77/93,Tarnów,Republic of the Congo,50-051,69,Other,2022-06-23,"1082,7697,6155"
260425000035,Emil,Riedmann,lilliwindhager@example.com,03865/35391265,Kerschbaumplatz 77,Dornbirn,Kasachstan,6658,61,Other,2017-02-01,"2908,7549"
260425000036,Selma,Reindl,fellnerjasmine@example.net,+43 621818530004,Stefan-Gabriel-Weg 8/7,Rohrbach in Oberösterreich,Togo,8340,47,Other,2021-02-11,
260425000037,Timothée,Lamy,pauline26@example.com,+33 (0)3 88 65 65 84,"242, chemin de Masse",Saint Jacqueline-les-Bains,Vietnam,20208,62,Other,2016-08-15,
260425000038,Victor,Streicher,ewalcher@example.com,07648/61771909,Schwaigerplatz 58,Bad Vöslau,Montenegro,2399,29,Female,2026-01-31,"3562,1825"
260425000039,Krystyna,Dudkowiak,kamilacitko@example.net,738 655 775,al. Dębowa 42,Lubin,Barbados,15-749,78,Female,2023-08-08,"1332,1939"
260425000040,Tymoteusz,Kość,marika71@example.net,503 083 010,aleja Wojska Polskiego 62/48,Biała Podlaska,Kuwait,75-761,46,Male,2016-07-17,
260425000041,Ivo,Babbo,viridianazarlino@example.net,+39 0961782585,"Contrada Fiamma, 6",Rapone,Belgio,10077,39,Male,2025-09-24,1804
260425000042,Gabriela,Martin,levi14@example.net,+43 (0) 6486 56830151,Emanuel-Baumgartner-Straße 6,Feldkirchen,Argentinien,2987,20,Other,2019-08-21,"5120,1282,9546"
260425000043,Lorena,Krenn,zeilingeremilia@example.org,+43 3643 41986 750,Angelina-Kronberger-Gasse 976,Hallein,Argentinien,7710,33,Female,2016-05-02,
260425000044,Brita,Hellwig,hans-peterdoerschner@example.com,+49 (0) 4565 207341,Aline-Weiß-Straße 3/9,Pirmasens,Nepal,82599,30,Male,2024-10-22,8221
260425000045,Gilles,Bègue,tristan33@example.net,0456441044,"75, rue Stéphane Pruvost",Moreaunec,Saint-Kitts et Nevis,41952,30,Other,2014-08-02,"1768,4268"
260425000046,William,Langlois,charlesmathieu@example.org,+33 (0)3 39 76 22 10,"8, boulevard Dupont",Renard-sur-Gosselin,Cap Vert,76294,28,Male,2024-04-22,
260425000047,Andreia,Steinmann,schochjonah@example.com,+41 21 678 66 15,Bergerstrasse 43,Dietikon,Myanmar,2073,21,Other,2019-04-13,"3795,3344"
260425000048,Anika,Stoll,vmatthaei@example.org,+49(0) 452562832,Weihmannstr. 35,Mühlhausen,Lesotho,64455,21,Male,2021-01-03,"9744,6026"
260425000049,Claudio,Landa,marcial33@example.org,+34800376120,Avenida de Patricia Arrieta 9 Puerta 7 ,La Rioja,Bahamas,37275,19,Male,2012-09-17,
260425000050,Luca,Meier,hgut@example.net,041 263 07 23,Ritterstrasse 32,Ostermundigen,Vereinigte Arabische Emirate,8906,80,Male,2025-05-24,9190
260425000051,Kate,Owen,amy87@example.org,(020) 7496 0758,Flat 28\nSteven Spur,Francisburgh,Austria,RM4M 3DJ,31,Other,2025-07-15,7555
260425000052,Orazio,Respighi,puccioscarpetta@example.net,077176542,"Rotonda Isabella, 525",Terzo La Pieve,Svizzera,14015,79,Female,2018-02-25,"6282,1151"
