customer_id,first_name,last_name,email,phone_number,address,city,country,postal_code,age,gender,registration_date,related_accounts
20260425000000,Giesela,Roskoth,swagenknecht@example.org,(08724) 326698,Hofmannweg 138,Dachau,Haiti,04039,30,Female,2025-11-22,
20260425000001,Stefani,Mälzer,augustinklemm@example.net,04282296721,Bienweg 5-3,Emmendingen,Oman,32545,65,Male,2024-10-23,
20260425000002,Geraldo,Gámez,arnaulilia@example.org,+34 973412446,Camino Hilda Fuente 69,Salamanca,Grecia,17833,67,Other,2026-02-27,
20260425000003,Charlotte,Jones,hannah73@example.org,0191 4960457,23 Nicholson Hollow,Haynesburgh,Ethiopia,KA5 8ZT,25,Other,2013-05-13,
20260425000004,Sheila,Dean,fraserruth@example.com,(029) 2018458,428 Adrian Keys,South Maureen,Chile,HS98 0BT,21,Other,2012-09-11,
20260425000005,Antonietta,Ajello,rusticuccierika@example.org,3505723879,"Contrada Anita, 262",Piovani,Rwanda,31059,65,Male,2019-11-23,"2052,3884"
20260425000006,Jenna,Craig,fcarter@example.org,+44117 496 0876,Flat 77\nAshley Summit,Port Stephaniestad,San Marino,TS92 2ZA,65,Male,2013-04-08,
20260425000007,Eric,Sastre,rosario17@example.net,+34980 954 247,Via Jose Manuel Duque 23 Puerta 1 ,Castellón,India,15428,48,Other,2019-01-19,"6098,2200"
20260425000008,Max,Newton,keith87@example.org,+44(0)118 4960102,Studio 23\nHoward Canyon,Port Frances,Senegal,G6 0RN,56,Female,2011-08-05,1949
20260425000009,Richard,Mallet,gaudinsuzanne@example.net,05 08 18 95 68,chemin Dufour,Faure,Tanzanie,44798,42,Male,2012-10-21,2961
20260425000010,Brandon,Robinson,hortondenis@example.net,+44(0)3069990827,Studio 8\nAdams Spring,Burgessburgh,Bahrain,EH1P 7ZD,25,Female,2025-04-30,"7658,7330,7868"
20260425000011,Silja,Adler,qweiss@example.net,06917 411104,Hahnring 8297,Gifhorn,Amerikanisch-Ozeanien,49736,65,Other,2016-12-02,"4020,1557"
20260425000012,Bianca,Gosch,wlanger@example.com,02128/99337865,Nino-Franz-Weg 9/8,Gerasdorf bei Wien,Äußeres Ozeanien,2057,74,Male,2026-02-21,
20260425000013,Joyce,Cox,harrybond@example.net,(0306)9990513,17 Hill Crescent,New Eileenchester,Switzerland,WA4Y 8LH,27,Other,2015-02-20,"2148,3604"
20260425000014,Isabelle,Mayrhofer,dornerpaulina@example.org,+43 (0) 662 32231429,Peter-Mitterlehner-Weg 53,Güssing,Dänemark,6177,26,Other,2023-06-29,
20260425000015,Aurelia,Kuzior,przemyslawfranik@example.org,+48 736 297 812,aleja Batalionów Chłopskich 428,Knurów,Venezuela,40-456,33,Male,2012-12-11,"6980,6338"
20260425000016,Manu,Recio,jovitamoliner@example.net,+34979 34 47 70,Alameda de Roxana Enríquez 178 Piso 3 ,La Rioja,Djibouti,39525,70,Female,2011-08-30,6871
20260425000017,Ida,Botticelli,boitovito@example.com,+39 371170231,"Incrocio Pertini, 9",Su Linalvu,Saint Kitts and Nevis,65132,55,Other,2016-04-15,
20260425000018,Florentin,Tanzer,katharinaplank@example.com,01 73955 461,Justin-Hofinger-Gasse 3,Bleiburg,Alandinseln,4657,33,Female,2017-07-15,"5003,4136"
20260425000019,Rafał,Linkiewicz,dklemens@example.org,+48 725 700 350,ul. Klasztorna 14,Wyszków,Solomon Islands,20-324,62,Female,2022-09-17,"1990,3569,8185"
20260425000020,Hugues,Lemaître,moreaudorothee@example.net,04 13 74 86 45,"7, avenue Franck Tessier",Roger,Israël,97120,35,Female,2021-09-19,6681
20260425000021,Nora,Ortner,arda53@example.com,+43 266556792438,Pinterstraße 6,Maissau,Spanien,6311,30,Male,2018-03-01,
20260425000022,Valeria,Fischetti,armandogiammusso@example.org,+39 0342837061,"Viale Greco, 54",Buggerru,Iraq,92014,40,Other,2012-03-16,4055
20260425000023,Susanne,Vincent,suzanne25@example.com,0172741735,"93, boulevard Boulay",Guillet-sur-Petitjean,Groenland,97613,70,Female,2010-07-21,"3714,2284,9431"
20260425000024,Rozalia,Dunal,kurzajmarcel@example.com,+48 515 226 223,aleja Ogrodowa 681,Oświęcim,Brunei Darussalam,84-551,76,Male,2021-05-30,"3974,7906,3170"
20260425000025,Durante,Falloppio,nfilippelli@example.net,+39 3756864033,"Rotonda Crespi, 0 Appartamento 62",Collefontana,Montenegro,31025,26,Male,2022-12-20,"4025,8214"
20260425000026,Istvan,Weinhold,olav56@example.net,+49(0)4862 33875,Kobeltring 4,Uelzen,Niue,14124,26,Male,2012-11-26,"9099,3445"
20260425000027,Andrea,Meindl,hoeglingerlaurenz@example.net,+43 (0) 2780 67129030,Goschplatz 3,Mürzzuschlag,Gibraltar,1341,35,Other,2015-01-29,"8765,9592,5160"
20260425000028,Vesna,Seiler,fschar@example.net,+41 61 057 19 62,Baumannstrasse 6,Schaffhausen,St. Vincent und die Grenadinen,2381,33,Other,2015-05-26,4711
20260425000029,Natan,Fidura,araszkiewiczfabian@example.org,32 365 25 78,ul. Kilińskiego 39/14,Rzeszów,Estonia,53-708,48,Male,2011-11-11,
20260425000030,Pauline,Chambers,wrighttina@example.org,(0118) 4960595,892 Graeme Meadows,North Katie,Gabon,G0 3QY,52,Other,2016-09-08,5064
20260425000031,Filip,Szkup,leonardsmal@example.com,738 557 277,ul. Okulickiego 26,Kościan,Malta,32-377,67,Other,2016-03-05,
20260425000032,Wiltrud,Kobelt,lieschenstumpf@example.org,(03550) 90993,Enrico-Lübs-Allee 7-2,Altentreptow,Weihnachtsinsel,88406,68,Other,2017-05-26,
20260425000033,Annerose,Weinhold,btintzmann@example.net,+49(0)7436 172992,Bernfried-Ditschlerin-Ring 603,Pößneck,Portugal,68269,26,Female,2014-02-11,9173
20260425000034,Rigo,Matthäi,hackermann@example.org,04486 65722,Butteplatz 4/2,Suhl,Vereinigte Arabische Emirate,74567,77,Other,2011-10-05,
20260425000035,Augusto,Spanevello,vitoveltroni@example.org,0751782797,"Incrocio Loredana, 681 Appartamento 60",San Martino Spadafora,Azerbaijan,20146,25,Male,2017-10-12,1417
20260425000036,Joseph,Renault,fguyon@example.net,+33 (0)4 80 10 67 85,"164, boulevard Suzanne Julien",Colin,Grenade,44528,58,Female,2010-09-06,
20260425000037,Víctor,Daza,urenasabas@example.com,+34948 524 998,Rambla de Adán Anglada 87,Pontevedra,Guatemala,44449,26,Female,2024-07-27,5192
20260425000038,Josué,Valle,elviraaramburu@example.net,+34 803120496,Callejón de Marcelo Jimenez 526,La Coruña,Nueva Zelandia,17519,39,Other,2017-08-02,"4647,4679"
20260425000039,Niko,Stiegler,ehummer@example.net,+43 (0) 7765 97517943,Jasmine-Rainer-Straße 177,Eisenerz,Südgeorgien und die Südlichen Sandwichinseln,9996,34,Other,2013-11-15,"2710,4074"
20260425000040,Henry,Kober,kopfleyla@example.org,+43 617848424468,Patricia-Wieser-Weg 40,Traismauer,Jordanien,1956,33,Female,2021-06-14,
20260425000041,Nathalie,Launay,denischevallier@example.com,0214373515,"658, avenue Joseph Couturier",Leclerc-les-Bains,Argentine,48492,61,Male,2023-08-02,"9750,8613"
20260425000042,Germán,Briones,ingridguerra@example.org,+34 973596493,Paseo Mirta Dalmau 8 Piso 4 ,La Rioja,Côte d'Ivoire,12070,77,Male,2015-09-02,1220
20260425000043,Alexandre,Lelièvre,stephane54@example.com,+33 2 79 20 97 13,rue de Mendès,MartelBourg,Paraguay,74243,39,Male,2017-05-08,"3710,6558,9259"
20260425000044,Mikhail,Paffrath,broht@example.com,0927546841,Ernst-Otto-Kruschwitz-Straße 4960,Forst,Mayotte,41652,25,Other,2022-08-01,8377
20260425000045,Hatice,Girschner,recep59@example.com,(09208) 02891,Muzaffer-Tintzmann-Straße 4/6,Lübeck,Palästinensische Gebiete,46427,47,Female,2011-02-05,
20260425000046,Emma,Piacentini,andreozzibettina@example.com,+39 383462756,"Vicolo Armani, 434 Piano 7",Olle,Spagna,86074,41,Male,2011-08-06,"7775,8858"
20260425000047,Sylwia,Myrcha,konstanty01@example.com,510 613 105,al. Wolności 821,Kłodzko,Cyprus,77-742,28,Male,2024-12-23,
20260425000048,Victoria,Pavarotti,ugolinocapone@example.net,35137652335,"Borgo Annibale, 88",Su Canale,Gabon,81053,20,Other,2017-02-01,2370
20260425000049,Melek,Thaler,cgahleitner@example.net,0512/95360041,Maderstraße 04,Schärding,Sudan,9982,26,Other,2014-12-03,3115
20260425000050,Kornelia,Szara,qkara@example.net,799 525 883,aleja Konstytucji 3 Maja 221,Nowy Sącz,Peru,04-235,40,Female,2012-04-02,5354
20260425000051,Janina,Domżał,slokaolgierd@example.org,+48 603 462 051,pl. Kilińskiego 42/79,Siemianowice Śląskie,Uruguay,37-740,18,Female,2016-08-15,"7655,1140"
20260425000052,Sebastian,Stroka,dindyka@example.net,537 986 493,plac Słowackiego 47/98,Kętrzyn,Syria,01-405,41,Male,2010-08-16,"9945,4211"
20260425000053,Luisa,Solera,ybanos@example.com,+34886 825 395,Paseo Espiridión Cózar 90,Navarra,Antigua y Barbuda,24463,20,Other,2015-11-13,5182
20260425000054,Hortense,Bourgeois,francoisadrien@example.com,+33 3 85 60 83 29,"51, rue Delattre",Saint Frédéric,Maldives (Îles),33902,34,Other,2011-05-10,"9090,5162,4871"
20260425000055,Marta,Cantón,angulobeatriz@example.com,+34 922158013,Glorieta de Eufemia Raya 860,Cáceres,Dinamarca,22791,74,Female,2016-11-16,
20260425000056,Patryk,Jama,kowalatobiasz@example.com,503 234 295,al. Hallera 08,Gdańsk,Afghanistan,31-600,68,Other,2024-03-22,1936
20260425000057,Antonio,Gut,shania88@example.org,+41 81 643 73 81,Forsterstrasse 16,Uzwil,St. Pierre und Miquelon,1964,20,Other,2018-07-21,8051
